org_code,trust_name,responded_on_time,sent_a_register,complete_data_structure,publically_accessible,reusable_format,total_score
Organisation Code,Trust ,Did they respond within the FOI deadline?,Did they respond with a register?,Was the register supplied in full?,Was the register publically accessible?,Was the register supplied in a reusable format?,Total score
